# CVS $Revision: $ $Author: $ -- Mon Feb 22 22:56:28 2016 -- reformated by PCGen PrettyLST v6.06.00

# Ability Name						Unique Key							SORTKEY		Category of Ability		Type										Visible		Restricted Ability								Multiple Requirements																							Define																																																																																																										Define Stat							Description																																																													Template				Ability																																																																																		Bonus Ability Pool						Bonus to HP			Stat bonus				Modify VAR																																																																																																																												Vision					Cost		Source Page		Aspects
IntimidationSTR	CATEGORY:Skill		TYPE:Skill Proficiency.Strength	!PRECSKILL:1,IntimidationSTR	BONUS:VAR|SkillProf_IntimidationSTR|Proficiency_Bonus|TYPE=Class	CSKILL:IntimidationSTR
IntimidationSTR	CATEGORY:SkillExport	TYPE:SkillExport	VISIBLE:EXPORT	DEFINE:SKILL_IntimidationSTR|0	DEFINE:SkillProf_IntimidationSTR|0		BONUS:VAR|SKILL_IntimidationSTR|STR+SkillProf_IntimidationSTR		ASPECT:KEYSTAT|STR	ASPECT:AbilityMod|%1|STR	ASPECT:Total|%1|SKILL_IntimidationSTR	ASPECT:ProfBonus|%1|SkillProf_IntimidationSTR
IntimidationSTR	KEY:Expertise ~ Intimidation STR		CATEGORY:Special Ability	TYPE:Expertise	PREABILITY:1,CATEGORY=Skill,IntimidationSTR					BONUS:VAR|SkillProf_IntimidationSTR|Proficiency_Bonus|TYPE=Expertise

Soldier		SORTKEY:Background_1	KEY:Background ~ Soldier				CATEGORY:Special Ability	TYPE:Background.Background Selection.SpecialQuality	DESC:Equipment: An insignia of rank, a trophy taken from a fallen enemy (a dagger, broken blade, or piece of a banner), a set of bone dice or deck of cards, a set of common clothes, and a belt pouch containing 10 gp	DESC:Gain Athletics & Intimidation as class skills.											TEMPLATE:Background Equipment ~ Soldier		ABILITY:Internal|AUTOMATIC|Background Characteristics ~ Soldier	ABILITY:Background Feature|AUTOMATIC|Soldier ~ Military Rank|PREVAREQ:ReplacesBackgroundFeature,0	ABILITY:Internal|AUTOMATIC|Tool Proficiency ~ Vehicles (Land)	ABILITY:Skill|AUTOMATIC|Athletics|Intimidation|IntimidationSTR							BONUS:ABILITYPOOL|Soldier Specialty|1	BONUS:ABILITYPOOL|Gaming Set Proficiency|1										ASPECT:Skills Gained|Athletics & Intimidation & IntimidationSTR

Background Characteristics ~ Warrior													CATEGORY:Internal
Feature: A Warrior's Pride					KEY:Warrior ~ A Warrior's Pride			SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Class Feature.Background Feature	DESC:You have the rank of being a Warrior. Peasants in any place smaller than a city will recognize your authority and influence, and they defer to you. You can invoke your status over people of a lower caste and requisition simple items and  food. You can usually gain access to lodging at towns where humans are considered allies.

Warrior		SORTKEY:Background_1	KEY:Background ~ Warrior				CATEGORY:Special Ability	TYPE:Background.Background Selection.SpecialQuality	DESC:Equipment: A trophy taken from a fallen enemy (a dagger, broken blade, etc.), a set of bone dice or deck of cards, a set of common clothes, and a belt pouch containing 10 gp, a necklace made of animal bones	DESC:Gain Athletics & Intimidation & IntimidationSTR as class skills.											TEMPLATE:Background Equipment ~ Warrior		ABILITY:Internal|AUTOMATIC|Background Characteristics ~ Warrior	ABILITY:Background Feature|AUTOMATIC|Warrior ~ A Warrior's Pride|PREVAREQ:ReplacesBackgroundFeature,0	ABILITY:Internal|AUTOMATIC|Tool Proficiency ~ Leatherworker's Tools	ABILITY:Skill|AUTOMATIC|Athletics|Intimidation|IntimidationSTR							BONUS:ABILITYPOOL|Warrior Specialty|1	BONUS:ABILITYPOOL|Gaming Set Proficiency|1										ASPECT:Skills Gained|Athletics & Intimidation & IntimidationSTR

# Warrior
#d8 Specialty
Warrior Specialty ~ 1				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Slave
Warrior Specialty ~ 2				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Outlaw
Warrior Specialty ~ 3				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Rookie
Warrior Specialty ~ 4				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Cavalry
Warrior Specialty ~ 5				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Healer
Warrior Specialty ~ 6				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Warden
Warrior Specialty ~ 7				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Chief
Warrior Specialty ~ 8				PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:Support staff (cook, blacksmith, or the like)
Warrior Specialty ~ Custom			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Specialty						DESC:%1|%LIST																						STACK:NO	MULT:YES	CHOOSE:USERINPUT|TITLE=Your Own Specialty

#d8 Personality Trait
Warrior Personality Trait ~ 1			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I'm always polite and respectful.
Warrior Personality Trait ~ 2			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I’m haunted by memories of carnage I can’t get the images of violence out of my mind.
Warrior Personality Trait ~ 3			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I've lost too many friends, and I'm slow to make new ones.
Warrior Personality Trait ~ 4			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I'm full of inspiring and cautionary tales from my experience relevant to almost every combat situation.
Warrior Personality Trait ~ 5			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I can stare down a hell hound without flinching.
Warrior Personality Trait ~ 6			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I enjoy being strong and like breaking things.
Warrior Personality Trait ~ 7			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I have a blunt sense of humor.
Warrior Personality Trait ~ 8			PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Personality Trait.Personality Trait	COST:0	BONUS:VAR|POOL_Background_PersonalityTrait|-1		DESC:I face problems head-on. A simple, direct solution is the best path to success.
#d6 Ideal
Warrior Ideal ~ 1					PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Ideal.Ideal	COST:0	BONUS:VAR|POOL_Background_Ideal|-1						DESC:Greater Good. Our lot is to lay down our lives in defense of others. (Good)
Warrior Ideal ~ 2					PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Ideal.Ideal	COST:0	BONUS:VAR|POOL_Background_Ideal|-1						DESC:Responsibility. I do what I must and obey just authority. (Lawful)
Warrior Ideal ~ 3					PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Ideal.Ideal	COST:0	BONUS:VAR|POOL_Background_Ideal|-1						DESC:Independence. When people follow orders blindly, they embrace a kind of tyranny. (Chaotic)
Warrior Ideal ~ 4					PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Ideal.Ideal	COST:0	BONUS:VAR|POOL_Background_Ideal|-1						DESC:Might. In life as in war, the stronger force wins. (Evil)
Warrior Ideal ~ 5					PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Ideal.Ideal	COST:0	BONUS:VAR|POOL_Background_Ideal|-1						DESC:Live and Let Live. Ideals aren't worth killing over or going to war for. (Neutral)
Warrior Ideal ~ 6					PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Ideal.Ideal	COST:0	BONUS:VAR|POOL_Background_Ideal|-1						DESC:Nation. My city, nation, or people are all that matter. (Any)
#d6 Bond
Warrior Bond ~ 1					PREMULT:1,[PREABILITY:1,CATEGORY=Special Ability,Bypass Background Restrictions],[PREABILITY:1,CATEGORY=Internal,Background Characteristics ~ Warrior]	SORTKEY:Background	CATEGORY:Special Ability	TYPE:SpecialQuality.Warrior Bond.Bond	COST:0	BONUS:VAR|POOL_Background_Bond|-1						DESC:I would still lay down my life for the clan.																											COST:0
